Mirjan
Frame,ARIEL<T-X>,ARIEL<T-Y>,ARIEL<T-Z>,LFHD<T-X>,LFHD<T-Y>,LFHD<T-Z>,LBHD<T-X>,LBHD<T-Y>,LBHD<T-Z>,RFHD<T-X>,RFHD<T-Y>,RFHD<T-Z>,RBHD<T-X>,RBHD<T-Y>,RBHD<T-Z>,C7<T-X>,C7<T-Y>,C7<T-Z>,T10<T-X>,T10<T-Y>,T10<T-Z>,CLAV<T-X>,CLAV<T-Y>,CLAV<T-Z>,STRN<T-X>,STRN<T-Y>,STRN<T-Z>,LFSH<T-X>,LFSH<T-Y>,LFSH<T-Z>,LBSH<T-X>,LBSH<T-Y>,LBSH<T-Z>,LUPA<T-X>,LUPA<T-Y>,LUPA<T-Z>,LELB<T-X>,LELB<T-Y>,LELB<T-Z>,LIEL<T-X>,LIEL<T-Y>,LIEL<T-Z>,LFRM<T-X>,LFRM<T-Y>,LFRM<T-Z>,LIWR<T-X>,LIWR<T-Y>,LIWR<T-Z>,LOWR<T-X>,LOWR<T-Y>,LOWR<T-Z>,LIHAND<T-X>,LIHAND<T-Y>,LIHAND<T-Z>,LOHAND<T-X>,LOHAND<T-Y>,LOHAND<T-Z>,LTHM3<T-X>,LTHM3<T-Y>,LTHM3<T-Z>,LTHM6<T-X>,LTHM6<T-Y>,LTHM6<T-Z>,LIDX3<T-X>,LIDX3<T-Y>,LIDX3<T-Z>,LIDX6<T-X>,LIDX6<T-Y>,LIDX6<T-Z>,LMID0<T-X>,LMID0<T-Y>,LMID0<T-Z>,LMID6<T-X>,LMID6<T-Y>,LMID6<T-Z>,LRNG3<T-X>,LRNG3<T-Y>,LRNG3<T-Z>,LRNG6<T-X>,LRNG6<T-Y>,LRNG6<T-Z>,LPNK3<T-X>,LPNK3<T-Y>,LPNK3<T-Z>,LPNK6<T-X>,LPNK6<T-Y>,LPNK6<T-Z>,RFSH<T-X>,RFSH<T-Y>,RFSH<T-Z>,RBSH<T-X>,RBSH<T-Y>,RBSH<T-Z>,RUPA<T-X>,RUPA<T-Y>,RUPA<T-Z>,RELB<T-X>,RELB<T-Y>,RELB<T-Z>,RIEL<T-X>,RIEL<T-Y>,RIEL<T-Z>,RFRM<T-X>,RFRM<T-Y>,RFRM<T-Z>,RIWR<T-X>,RIWR<T-Y>,RIWR<T-Z>,ROWR<T-X>,ROWR<T-Y>,ROWR<T-Z>,RIHAND<T-X>,RIHAND<T-Y>,RIHAND<T-Z>,ROHAND<T-X>,ROHAND<T-Y>,ROHAND<T-Z>,RTHM3<T-X>,RTHM3<T-Y>,RTHM3<T-Z>,RTHM6<T-X>,RTHM6<T-Y>,RTHM6<T-Z>,RIDX3<T-X>,RIDX3<T-Y>,RIDX3<T-Z>,RIDX6<T-X>,RIDX6<T-Y>,RIDX6<T-Z>,RMID0<T-X>,RMID0<T-Y>,RMID0<T-Z>,RMID6<T-X>,RMID6<T-Y>,RMID6<T-Z>,RRNG3<T-X>,RRNG3<T-Y>,RRNG3<T-Z>,RRNG6<T-X>,RRNG6<T-Y>,RRNG6<T-Z>,RPNK3<T-X>,RPNK3<T-Y>,RPNK3<T-Z>,RPNK6<T-X>,RPNK6<T-Y>,RPNK6<T-Z>,LFWT<T-X>,LFWT<T-Y>,LFWT<T-Z>,MFWT<T-X>,MFWT<T-Y>,MFWT<T-Z>,RFWT<T-X>,RFWT<T-Y>,RFWT<T-Z>,LBWT<T-X>,LBWT<T-Y>,LBWT<T-Z>,MBWT<T-X>,MBWT<T-Y>,MBWT<T-Z>,RBWT<T-X>,RBWT<T-Y>,RBWT<T-Z>,LTHI<T-X>,LTHI<T-Y>,LTHI<T-Z>,LKNE<T-X>,LKNE<T-Y>,LKNE<T-Z>,LKNI<T-X>,LKNI<T-Y>,LKNI<T-Z>,LSHN<T-X>,LSHN<T-Y>,LSHN<T-Z>,LANK<T-X>,LANK<T-Y>,LANK<T-Z>,LHEL<T-X>,LHEL<T-Y>,LHEL<T-Z>,LMT5<T-X>,LMT5<T-Y>,LMT5<T-Z>,LMT1<T-X>,LMT1<T-Y>,LMT1<T-Z>,LTOE<T-X>,LTOE<T-Y>,LTOE<T-Z>,RTHI<T-X>,RTHI<T-Y>,RTHI<T-Z>,RKNE<T-X>,RKNE<T-Y>,RKNE<T-Z>,RKNI<T-X>,RKNI<T-Y>,RKNI<T-Z>,RSHN<T-X>,RSHN<T-Y>,RSHN<T-Z>,RANK<T-X>,RANK<T-Y>,RANK<T-Z>,RHEL<T-X>,RHEL<T-Y>,RHEL<T-Z>,RMT5<T-X>,RMT5<T-Y>,RMT5<T-Z>,RMT1<T-X>,RMT1<T-Y>,RMT1<T-Z>,RTOE<T-X>,RTOE<T-Y>,RTOE<T-Z>,
1,-15.448621,89.694569,1889.022649,60.278974,57.283996,1810.027305,53.684086,189.261764,1781.261833,-93.214844,36.985818,1827.988485,-102.642987,175.843063,1792.865705,-43.593482,206.144752,1568.043302,-53.994404,248.083464,1400.225788,-38.450452,12.897742,1496.970291,-35.272397,-45.446434,1350.554406,97.517232,52.391675,1525.171657,101.117993,209.414545,1537.323545,194.035912,131.601009,1487.864293,232.640556,146.783958,1221.934751,127.818506,130.928177,1198.716381,208.262025,160.095398,1081.478425,227.398065,31.996826,999.345991,241.883732,116.325369,993.771555,243.212188,17.583827,923.773324,258.062522,85.983650,911.307259,203.022624,-8.586481,900.031841,207.508323,-8.769407,869.636509,231.711516,-4.579988,821.144870,217.276907,-3.924538,798.701953,256.545444,20.107963,847.059551,239.892544,19.237880,782.143028,253.711197,38.021228,819.107591,247.471474,36.899269,791.215206,249.764619,66.393031,830.406363,242.052600,68.263038,809.936191,-176.186445,39.744268,1515.265563,-187.649053,204.620473,1527.279952,-278.919558,103.717330,1481.035973,-306.052115,129.729755,1222.138686,-207.179662,169.546678,1201.895659,-311.467447,80.102155,1079.974967,-267.902122,18.396326,1005.298140,-312.812058,76.354955,983.440021,-281.332446,0.097727,928.751567,-311.177130,57.929611,922.946526,-228.210194,-8.286968,892.861132,-231.726742,-9.954184,862.990342,-257.373356,-14.617441,821.896848,-247.371767,-6.107963,795.341762,-286.629855,11.257599,842.907611,-250.621627,32.240080,786.401753,-272.050546,42.296575,815.429273,-252.519517,52.200181,797.695705,-287.910604,64.436095,831.816017,-269.228929,72.259236,814.613440,134.566009,39.197156,1120.832604,-23.315340,-46.274145,1056.726588,-207.189735,52.356272,1083.798312,138.786164,188.791064,1137.583092,-35.922176,242.762699,1156.088936,-201.376182,197.346730,1114.026107,205.279727,94.215984,817.300193,174.221215,80.892735,528.303521,29.100349,110.269679,506.591436,207.003531,170.603887,368.502155,193.916559,169.919173,139.927862,151.270090,256.987735,51.195324,244.457331,38.920298,51.729451,111.503082,15.386463,31.165935,164.378131,-46.723917,60.998809,-234.128375,79.369296,769.574964,-213.746766,105.576329,548.733451,-62.459697,99.461700,535.850962,-206.835446,213.067031,308.140096,-182.933860,197.216467,130.230763,-142.823451,260.368267,53.408898,-243.219066,26.511021,50.122472,-105.953121,28.724638,36.602522,-150.026685,-43.132022,55.271081,
2,-15.449365,89.451987,1889.025840,60.341826,57.153044,1810.061257,53.729317,189.149175,1781.439040,-93.154659,36.792473,1827.895529,-102.599836,175.673214,1792.898133,-43.275568,206.154240,1567.983534,-53.522361,248.035946,1400.146121,-38.063215,12.908359,1496.964233,-34.753349,-45.489768,1350.556851,97.874294,52.422341,1525.275068,101.470309,209.423875,1537.431871,194.435935,131.622048,1488.051273,232.793670,146.801342,1221.986233,127.680614,131.045305,1198.884706,208.300174,160.161880,1081.543375,226.919147,32.047005,999.352156,241.667479,116.325673,993.807158,242.553079,17.645157,923.735480,257.637461,85.991642,911.305134,202.235866,-8.381498,900.033707,206.648022,-8.585456,869.611654,230.879532,-4.543464,821.044283,216.379748,-3.679512,798.731745,255.833363,20.172582,846.999506,239.058620,19.398537,782.099819,252.979080,38.128577,819.069801,246.588117,37.177567,791.180643,249.291904,66.400445,830.435230,241.478886,68.391669,809.925010,-175.823163,39.757620,1515.139231,-187.269377,204.664979,1527.085079,-278.526423,103.788521,1480.828064,-305.785954,129.749925,1222.001691,-207.077508,169.608723,1201.558431,-311.641746,80.169868,1079.855732,-268.498580,18.320884,1005.059562,-313.200656,76.521486,983.339437,-282.163508,0.158314,928.531601,-311.772615,58.118496,922.824655,-229.181360,-8.395897,892.538816,-232.817370,-10.159562,862.645322,-258.545134,-14.579008,821.624320,-248.671719,-6.029225,795.048276,-287.614980,11.334705,842.664080,-251.650771,32.257497,786.119422,-272.991918,42.336100,815.157373,-253.499247,52.208967,797.437499,-288.688484,64.591248,831.673850,-270.034387,72.336624,814.432023,134.867465,39.071603,1120.485074,-23.083306,-46.421218,1056.633278,-206.930617,52.179255,1083.964611,139.150522,188.718716,1137.275842,-35.556029,242.634234,1156.035644,-201.073079,197.191960,1114.217859,205.065910,93.833073,816.946134,174.114086,80.460766,528.014255,28.790348,109.919499,506.375009,206.826536,170.999415,368.616071,194.101206,169.871157,139.708631,151.416974,256.982627,51.192905,244.557991,38.934228,51.909534,111.430520,15.378219,30.814283,164.326571,-46.780300,60.635442,-233.924880,79.380875,769.668734,-213.721910,105.938707,548.857389,-62.392243,99.875406,535.930706,-206.746234,213.358023,308.193698,-182.901551,197.293446,130.262046,-142.817352,260.338218,53.391679,-243.211131,26.512740,50.124610,-105.944478,28.737499,36.607703,-150.020915,-43.127589,55.285817,
3,-15.457171,89.210228,1889.023838,60.411524,57.015468,1810.091517,53.779732,189.039744,1781.594846,-93.095967,36.603557,1827.789952,-102.552886,175.501268,1792.901288,-42.943330,206.219973,1567.961117,-53.025529,247.990303,1400.070622,-37.662775,12.919161,1496.939199,-34.218566,-45.533736,1350.542122,98.248924,52.447723,1525.360268,101.830512,209.422968,1537.535598,194.855361,131.637562,1488.244783,232.983374,146.801429,1222.041783,127.622695,131.388363,1198.977126,208.357725,160.228775,1081.611203,226.454880,32.094125,999.352529,241.474903,116.329424,993.841402,241.910308,17.711473,923.702008,257.225120,85.991700,911.306195,201.488511,-8.147268,900.038627,205.855960,-8.366181,869.609740,230.066380,-4.386359,821.021236,215.485610,-3.473783,798.735913,255.111614,20.214358,846.939226,238.273058,19.542320,782.043371,252.271471,38.210136,819.024270,245.870403,37.239042,791.140777,248.833835,66.441739,830.445082,240.941469,68.534990,809.903043,-175.441114,39.768494,1514.993144,-186.862574,204.703751,1526.884339,-278.123414,103.858040,1480.601930,-305.496008,129.790585,1221.846647,-206.829580,169.481360,1201.211341,-311.799487,80.277166,1079.715027,-269.077043,18.279199,1004.811226,-313.573470,76.706835,983.214642,-283.005619,0.227349,928.293873,-312.348758,58.330489,922.699040,-230.149044,-8.532145,892.184166,-233.821242,-10.189047,862.431007,-259.735403,-14.568605,821.350386,-249.976412,-5.969524,794.758651,-288.622621,11.415989,842.425358,-252.606763,32.203139,785.813115,-273.914468,42.398099,814.904008,-254.337734,52.372204,797.131944,-289.456286,64.699223,831.473824,-270.940707,72.186144,814.054025,135.158105,38.937952,1120.155582,-22.880643,-46.586504,1056.536846,-206.691603,52.008905,1084.124404,139.505223,188.606491,1136.931404,-35.175694,242.495716,1155.958763,-200.764620,197.064243,1114.397026,204.732358,93.250198,816.573669,174.150277,80.275627,527.755845,28.596800,109.541731,506.133332,206.714797,171.505085,368.684008,194.200876,169.666108,139.503767,151.508218,256.947923,51.242659,244.593226,38.864112,51.628035,111.318367,15.319849,30.471721,164.294124,-46.873058,60.235784,-233.609885,79.409906,769.770760,-213.771019,106.244500,548.959210,-62.366270,100.275067,536.010615,-206.662869,213.644172,308.242654,-182.866993,197.367502,130.280455,-142.802278,260.326952,53.382343,-243.191312,26.509797,50.127678,-105.439340,28.649155,36.918232,-150.010521,-43.121397,55.304216,
4,-15.469736,88.984490,1889.010603,60.481926,56.872223,1810.121170,53.838245,188.920798,1781.737133,-93.044109,36.413392,1827.671321,-102.500442,175.330457,1792.880082,-42.581129,206.259503,1567.918752,-52.531971,247.950310,1399.991553,-37.244444,12.924139,1496.889895,-33.679988,-45.586933,1350.503673,98.639618,52.449822,1525.431918,102.201940,209.416327,1537.626215,195.300923,131.632099,1488.421228,233.190367,146.771205,1222.110381,127.580616,131.951504,1199.002823,208.445525,160.283749,1081.680914,226.000802,32.137996,999.350450,241.299079,116.331303,993.871326,241.288208,17.776318,923.669515,256.831640,85.996681,911.300674,200.749135,-7.934010,900.048642,205.079981,-8.153885,869.584850,229.219815,-4.168659,820.991636,214.672728,-3.279215,798.694625,254.400373,20.268986,846.868247,237.502468,19.702200,781.975328,251.591191,38.306393,818.992856,245.110397,37.478751,791.092629,248.351066,66.543165,830.446941,240.408379,68.683118,809.916366,-175.046794,39.791506,1514.824159,-186.464212,204.727228,1526.655694,-277.704047,103.922876,1480.368788,-305.180058,129.858896,1221.684120,-206.183447,168.657149,1200.802275,-311.950999,80.399556,1079.566897,-269.653889,18.276083,1004.549513,-313.912878,76.912642,983.073370,-283.836450,0.317339,928.057237,-312.907883,58.559654,922.544432,-231.115465,-8.680322,891.837036,-234.875576,-10.369412,862.037545,-260.908805,-14.512090,821.036513,-251.164414,-5.949873,794.440080,-289.456440,11.795263,842.244070,-253.613141,32.244000,785.542749,-274.824574,42.499189,814.671165,-255.261855,52.276564,796.910848,-290.231723,64.668191,831.167750,-271.596680,72.361456,813.877586,135.438254,38.778263,1119.844576,-22.696078,-46.761181,1056.444034,-206.456720,51.872384,1084.278935,139.837226,188.469950,1136.600360,-34.792638,242.356249,1155.866748,-200.459449,196.957640,1114.556584,204.693011,92.804274,816.267209,174.321817,80.335894,527.541243,28.543142,109.118639,505.892801,206.680251,172.042391,368.686707,194.206284,169.407696,139.326920,151.531443,257.014828,51.414603,244.674279,38.782003,51.363152,111.233939,15.245697,30.203926,164.306434,-47.001917,59.814459,-233.368009,79.434059,769.871195,-213.837070,106.565964,549.057079,-62.368690,100.664614,536.079600,-206.582064,213.942197,308.277714,-182.853099,197.450029,130.316444,-142.793118,260.333321,53.385471,-243.188974,26.514833,50.131334,-105.139128,28.614292,37.105962,-150.015576,-43.113398,55.331491,
5,-15.491505,88.763280,1888.992163,60.545615,56.711194,1810.126448,53.898004,188.791930,1781.866031,-93.019326,36.177517,1827.540910,-102.443346,175.161557,1792.834518,-42.210766,206.279545,1567.855043,-52.026681,247.912277,1399.901330,-36.811044,12.931529,1496.833439,-33.137649,-45.619766,1350.459234,99.038423,52.447939,1525.493745,102.596959,209.401382,1537.713109,195.758069,131.614437,1488.594961,233.401109,146.718022,1222.179513,127.784849,130.996218,1199.434513,208.517227,160.327420,1081.765670,225.564034,32.171568,999.341843,241.145151,116.314273,993.884587,240.678031,17.824248,923.626574,256.481551,85.984624,911.294787,200.035302,-7.743512,900.045451,204.400083,-7.866304,869.641935,228.433391,-4.036890,820.946181,213.872077,-3.053468,798.648837,253.715818,20.356578,846.807362,236.736087,19.852490,781.911809,250.941320,38.410073,818.948371,244.499902,37.608800,790.965435,247.865302,66.659240,830.403939,239.785366,69.087348,810.049626,-174.629838,39.818448,1514.641940,-186.060798,204.752741,1526.442651,-277.272873,103.970367,1480.106340,-304.832737,129.953890,1221.501097,-205.620876,168.375433,1200.471088,-312.077655,80.542873,1079.405082,-270.214132,18.292893,1004.278451,-314.218950,77.153599,982.918073,-284.655307,0.436864,927.818273,-313.439315,58.825697,922.380971,-232.098882,-8.865266,891.450852,-235.935975,-10.509419,861.669759,-262.095671,-14.466513,820.735683,-252.271379,-6.066941,794.094021,-290.369324,12.087104,842.043859,-254.595696,32.287991,785.279142,-275.716501,42.653723,814.479994,-256.052133,52.268114,796.807473,-290.937545,64.860782,830.977636,-272.268506,72.521205,813.640007,135.703584,38.594200,1119.556178,-22.527503,-46.934452,1056.360826,-206.213366,51.779515,1084.425685,140.142129,188.121477,1136.218964,-34.416166,242.215403,1155.763213,-200.171742,196.884123,1114.692114,204.699946,92.279125,815.993012,174.601841,80.612083,527.368641,28.669748,108.678519,505.662796,206.735253,172.536865,368.612240,194.178210,169.162502,139.162873,151.560847,256.874663,51.466010,244.843011,38.761101,51.429469,111.195655,15.152580,29.990258,164.378994,-47.133616,59.427068,-233.297691,79.442910,769.965215,-214.018883,106.804999,549.143834,-62.376453,101.063902,536.155307,-206.510323,214.268314,308.308486,-182.847433,197.535828,130.340226,-142.783652,260.335763,53.382574,-243.190276,26.523272,50.143280,-104.998857,28.599632,37.206251,-150.023061,-43.101146,55.363564,
6,-15.518306,88.545997,1888.964858,60.607565,56.550839,1810.136421,53.967016,188.663951,1781.980124,-92.962479,36.010918,1827.388061,-102.377192,174.995060,1792.764321,-41.828343,206.248861,1567.747928,-51.498122,247.886588,1399.808844,-36.372174,12.946137,1496.770848,-32.582460,-45.654475,1350.406994,99.445080,52.454846,1525.554047,102.998633,209.373941,1537.790847,196.251425,131.595093,1488.760849,233.733913,146.591949,1222.239531,130.098026,130.489829,1200.416066,208.632189,160.356338,1081.850509,225.145042,32.206411,999.324392,240.998033,116.293264,993.900108,240.098005,17.858650,923.576080,256.142837,85.963569,911.278018,199.362193,-7.564613,900.020978,203.631420,-7.768698,869.592970,227.654864,-4.029030,820.827911,213.070999,-2.672035,798.771597,253.069612,20.456347,846.749912,236.011277,20.015994,781.886041,250.308169,38.509379,818.887977,243.809349,37.805456,790.924892,247.365782,66.806664,830.355758,239.196012,69.400945,810.074607,-174.203791,39.856000,1514.448769,-185.626369,204.769975,1526.219008,-276.816940,104.008995,1479.821803,-304.467487,130.064351,1221.299230,-205.334686,168.379583,1200.187302,-312.179512,80.720185,1079.225565,-270.769152,18.313355,1003.994403,-314.505451,77.415868,982.741777,-285.478454,0.563588,927.560203,-313.938926,59.123877,922.208138,-233.057231,-9.026989,891.082265,-236.962478,-10.594511,861.347239,-263.270440,-14.439939,820.407499,-253.318994,-6.050474,793.782603,-291.291645,12.314698,841.814276,-255.524622,32.299822,784.971455,-276.583621,42.695135,814.168857,-256.848459,52.201976,796.575235,-291.576987,65.085073,830.777653,-272.912228,72.510939,813.339432,135.850988,38.451897,1119.282631,-22.373000,-47.115416,1056.291444,-205.975537,51.693772,1084.567715,140.496207,188.009273,1135.924850,-34.041746,242.085396,1155.647279,-199.872207,196.821948,1114.784796,204.770340,91.694086,815.764742,174.977046,81.049594,527.240778,28.968619,108.287176,505.453464,206.909220,172.923785,368.443193,194.141100,168.967545,138.992142,151.579387,256.756710,51.520486,245.001001,38.740665,51.429664,111.191088,15.075279,29.844967,164.478386,-47.239062,59.091671,-233.223602,79.449389,770.055058,-214.140849,107.133507,549.230338,-62.401663,101.453997,536.223632,-206.453165,214.592164,308.315096,-182.845657,197.629351,130.344343,-142.772602,260.343322,53.380725,-243.195191,26.527207,50.153913,-104.899083,28.589925,37.276641,-150.025632,-43.084582,55.397196,
7,-15.549653,88.332758,1888.923488,60.666097,56.399059,1810.163027,54.040909,188.528178,1782.082371,-92.934269,35.803379,1827.235619,-102.303647,174.833009,1792.679094,-41.456809,206.272732,1567.693669,-50.974691,247.870596,1399.714135,-35.929456,12.952333,1496.700509,-32.020769,-45.693742,1350.326984,99.858428,52.452553,1525.609715,103.411029,209.340108,1537.852536,196.739302,131.560669,1488.913623,234.040549,146.465753,1222.286689,128.905910,132.349072,1199.432257,208.715810,160.391093,1081.960787,224.739469,32.233435,999.285830,240.867166,116.264019,993.914600,239.543353,17.893186,923.513649,255.822807,85.937149,911.253106,198.683021,-7.384500,899.969739,202.867730,-7.649241,869.540546,226.928244,-3.886977,820.769770,212.304817,-2.602981,798.663669,252.450917,20.384988,846.627725,235.367618,20.163422,781.843039,249.839803,38.515055,818.806617,243.260957,37.870479,790.814008,246.884513,66.957059,830.328013,238.806947,69.463159,809.961991,-173.768510,39.887147,1514.240354,-185.190179,204.800563,1526.000008,-276.369069,104.026442,1479.525949,-304.097497,130.184665,1221.089962,-204.934842,168.253825,1199.863366,-312.255689,80.926302,1079.034321,-271.317747,18.341174,1003.689753,-314.768642,77.697443,982.541404,-286.285220,0.701432,927.294735,-314.444729,59.446344,922.024219,-234.031690,-9.035113,890.885578,-238.011159,-10.792200,860.912774,-264.441673,-14.398849,820.104057,-254.377425,-6.096217,793.427182,-292.237940,12.549698,841.578401,-256.448433,32.291993,784.677385,-277.454187,42.814838,813.936104,-257.648131,52.137476,796.224229,-292.209624,65.308081,830.551647,-273.530377,72.525336,812.989596,136.124735,38.194731,1119.057688,-22.232698,-47.304037,1056.240146,-205.739578,51.623741,1084.688302,140.846182,187.859267,1135.636889,-33.658698,241.964394,1155.521044,-199.544962,196.769072,1114.854322,204.912842,91.103850,815.581562,175.303552,81.575904,527.067616,29.375701,107.969611,505.279991,207.222540,173.175137,368.196752,194.106011,168.846345,138.817459,151.585098,256.693695,51.576294,244.976232,38.904223,51.315424,111.182595,15.005986,29.748527,164.563641,-47.310836,58.827324,-233.043757,79.473915,770.146469,-214.230205,107.499961,549.297111,-62.440845,101.833757,536.265543,-206.411416,214.924927,308.310221,-182.847145,197.718384,130.345031,-142.756961,260.351154,53.371841,-243.196040,26.539587,50.158737,-104.836697,28.589078,37.336824,-150.024814,-43.069738,55.425013,
8,-15.589558,88.136289,1888.886572,60.729141,56.250954,1810.207641,54.119148,188.389335,1782.176160,-92.900524,35.627183,1827.086548,-102.230909,174.678978,1792.582729,-41.060507,206.270616,1567.644865,-50.451567,247.863971,1399.631676,-35.477373,12.952413,1496.620259,-31.460750,-45.740567,1350.250631,100.275989,52.437194,1525.662654,103.828628,209.299446,1537.910369,197.237579,131.512339,1489.060886,234.348463,146.306895,1222.325235,128.762301,133.003117,1199.280168,208.893810,160.409535,1082.037653,224.351695,32.258347,999.251519,240.765967,116.218231,993.923749,239.001055,17.928506,923.444268,255.505008,85.907518,911.226674,198.034438,-7.198147,899.931366,202.196737,-7.433977,869.490549,226.181834,-3.590329,820.722580,211.604453,-2.406734,798.548235,251.820279,20.470963,846.547387,234.668077,20.315401,781.752636,249.219308,38.619197,818.754328,242.656072,38.006962,790.750645,246.421895,67.105294,830.292260,238.377444,69.548157,809.905551,-173.311607,39.925355,1514.016775,-184.761399,204.832998,1525.788091,-275.894498,104.064865,1479.228198,-303.703949,130.319580,1220.863252,-204.260865,167.363523,1199.422593,-312.307648,81.169680,1078.815430,-271.858401,18.386522,1003.383090,-314.960585,78.008705,982.339353,-287.095257,0.862330,927.016301,-314.909181,59.787417,921.820858,-234.972037,-9.162026,890.539248,-239.062813,-10.984887,860.409695,-265.594839,-14.358971,819.795275,-255.651524,-6.155124,793.067140,-293.175453,12.748226,841.343267,-257.399077,32.386363,784.457002,-278.211841,42.917260,813.578962,-258.416666,52.155714,795.969083,-292.801540,65.539841,830.327984,-274.123288,72.695065,812.747044,136.392118,37.909871,1118.867945,-22.093059,-47.508468,1056.200747,-205.501213,51.578971,1084.798746,141.193574,187.685031,1135.391971,-33.269038,241.857224,1155.387840,-199.212742,196.734736,1114.906513,205.132649,90.521284,815.458299,175.683666,82.127829,526.948145,29.807300,107.737790,505.143129,207.607054,173.260817,367.903746,194.065899,168.776920,138.637014,151.584757,256.638526,51.622261,245.097095,38.750733,50.976353,111.179480,14.957015,29.676796,164.640819,-47.369176,58.626595,-232.905171,79.512349,770.236046,-214.235414,108.028840,549.438184,-62.526558,102.177557,536.294428,-206.369710,215.271862,308.296048,-182.856795,197.818418,130.347347,-142.734926,260.353806,53.365532,-243.192934,26.550149,50.164784,-104.786996,28.587878,37.383730,-150.018667,-43.048441,55.448578,
9,-15.638167,87.956269,1888.866751,60.790520,56.113364,1810.291568,54.202611,188.244942,1782.267588,-92.865031,35.468237,1826.936346,-102.154291,174.523774,1792.472767,-40.651199,206.262294,1567.595392,-49.920153,247.865031,1399.566409,-35.021603,12.944447,1496.532875,-30.909557,-45.774834,1350.181522,100.699165,52.409802,1525.707103,104.261244,209.250039,1537.976654,197.725670,131.452181,1489.208237,234.663479,146.128566,1222.361041,128.671847,133.216102,1199.341788,209.084960,160.426212,1082.117400,223.977042,32.266734,999.209250,240.682987,116.167821,993.927982,238.482210,17.953242,923.369360,255.211193,85.878830,911.201368,197.413055,-7.015914,899.897133,201.565691,-7.227116,869.438701,225.518295,-3.430111,820.646288,210.901803,-2.166924,798.473293,251.223846,20.519651,846.450970,234.013909,20.469379,781.660965,248.618924,38.708359,818.675657,242.019720,38.158412,790.724894,245.968041,67.257780,830.249364,237.983433,69.677374,809.830905,-172.849595,39.970127,1513.785513,-184.347569,204.875453,1525.596301,-275.407738,104.105946,1478.913458,-303.282597,130.483085,1220.624679,-203.464082,166.644947,1198.986856,-312.356317,81.414713,1078.575436,-272.386742,18.465233,1003.073084,-315.141739,78.348291,982.122690,-287.884489,1.054625,926.750133,-315.342685,60.152207,921.607699,-235.938829,-9.412224,890.055877,-240.095110,-11.032343,860.159682,-266.748084,-14.308190,819.364668,-256.891261,-6.057068,792.810280,-294.101330,12.972326,841.102190,-258.235029,32.421923,784.152765,-279.067340,43.029239,813.234803,-259.161022,52.102156,795.642273,-293.336715,65.755742,830.072314,-274.623857,72.807297,812.553574,136.560351,37.684712,1118.716021,-21.956285,-47.717915,1056.175218,-205.273057,51.525971,1084.890826,141.514015,187.283977,1135.102583,-32.879267,241.764667,1155.252733,-198.882395,196.718174,1114.930613,205.426515,89.951199,815.382112,176.148501,82.641652,526.904992,30.246177,107.634785,505.021967,208.017225,173.215241,367.575064,194.013983,168.749324,138.448975,151.574267,256.600481,51.659864,245.180540,38.646664,50.758016,111.173083,14.907607,29.604777,164.699345,-47.418913,58.482469,-232.778349,79.569249,770.299122,-214.274836,108.501214,549.532344,-62.604878,102.514242,536.320111,-206.340963,215.604783,308.267039,-182.860900,197.918191,130.346269,-142.720404,260.353307,53.363385,-243.196888,26.554098,50.164689,-104.735835,28.591918,37.445694,-150.019624,-43.039859,55.481287,
